"REPORTINGPRODUCTGROUP","COUNTRY","REPORTINGCHANNEL","Period","Item","BRAND","REGION","BRIDGESTONE TYPE","DIMENSION (Truck Tyres)","RIMDIAMET.'/MM","WIDTH IN INCH","WIDTH IN MM","ASPECT RATIO","TUBE / TUBLESS","LOADINDEX","SPEEDINDEX","FirstActivity","SALES UNITS","SALES <LC>","PRICE TWD/UN."
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UE102","MAXXIS","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","121","L (-120KM)","OCTOBER 2016",60.20122795,373247.61328432,6200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UE102","MAXXIS","SOUTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","121","L (-120KM)","OCTOBER 2016",129.99999814,740999.98937913,5700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM816","MAXXIS","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",225.06984000,2713341.96000006,12055.55555556
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM816","MAXXIS","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",129.99999814,1494999.97857193,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM816","MAXXIS","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",28.28566200,339427.94400000,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM816","MAXXIS","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",129.99999814,1494999.97857193,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM816","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",403.57590601,4842910.87217066,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM816","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",414.74194182,5128903.29944237,12366.49294959
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM958","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",250.07760000,3251008.80000007,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UM958","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",129.99999814,1559999.97764028,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR-288","MAXXIS","SOUTH TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TT","147","K (-110KM)","NOVEMBER 2016",77.99999888,896999.98714316,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR-288","MAXXIS","NORTH TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TT","UNKNOWN","UNKNOWN","NOVEMBER 2016",75.02328000,862767.72000002,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR-288","MAXXIS","SOUTH TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TT","UNKNOWN","UNKNOWN","NOVEMBER 2016",77.99999888,896999.98714316,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",180.60368385,1155863.57662242,6400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",556.34333483,3644898.74229425,6551.52765226
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",64.11552000,443168.64000001,6912.03377903
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",471.67744769,3001604.48835481,6363.68031392
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",122.52557594,815538.17201137,6656.06479103
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",204.66666480,1225178.65511412,5986.21498177
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",865.19991250,6164894.71545970,7125.39914346
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",69.00776000,495558.20000000,7181.19527427
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",351.83872161,2440887.17871362,6937.51718846
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","205/75/17.5","17.5'","80","205","75","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",28.28566200,183856.80300000,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","NORTH TAIWAN","LSR2","205/75/17.5","17.5'","80","205","75","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",110.00000000,605000.00000000,5500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","205/75/17.5","17.5'","80","205","75","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",129.99999814,714999.98975179,5500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","TAIPEI CITY","LSR2","205/75/17.5","17.5'","80","205","75","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",42.35980951,224506.99042566,5300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","J (-100KM)","NOVEMBER 2016",60.20122795,240804.91179634,4000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","NORTH TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","J (-100KM)","NOVEMBER 2016",100.03104000,450139.68000001,4500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",137.04510292,913455.93876941,6665.36723554
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","NORTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",125.03880000,812752.20000002,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","SOUTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",225.33333110,1244810.65392160,5524.30769056
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR275","MAXXIS","TAIPEI CITY","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","133","J (-100KM)","OCTOBER 2016",180.02920314,1028284.44966514,5711.76471211
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",62.51940000,700217.28000001,11200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",135.33333147,1485999.97950359,10980.29556623
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","J (-100KM)","OCTOBER 2016",660.14448762,7463985.70644336,11306.59400545
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","J (-100KM)","OCTOBER 2016",571.40860774,6120089.82384399,10710.53137966
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","OCTOBER 2016",97.61864738,1201524.38249240,12308.34901716
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","OCTOBER 2016",269.06984000,3400884.64000006,12639.41228047
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","OCTOBER 2016",590.33332974,7049234.62558742,11941.10898101
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","CENTRAL TAIWAN","TBR","11.00/22.5","22.5""","11","N.A.","N.A.","TL","152","K (-110KM)","MARCH 2017",4.70000000,51700.00000000,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","UR288","MAXXIS","SOUTH TAIWAN","TBR","275/70/22.5","22.5""","N.A.","275","70","TL","UNKNOWN","J (-100KM)","DECEMBER 2016",79.00000200,987500.02500000,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","WVKSR","VGLORY","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","157","M (-130KM)","NOVEMBER 2021",103.40000000,878900.00000000,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X COACH ENERGY Z","MICHELIN","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",137.24582400,1852818.62400000,13500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X COACH Z","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","154","M (-130KM)","JUNE 2020",184.74920410,2803940.79464391,15177.01149684
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X COACH Z","MICHELIN","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","154","M (-130KM)","JUNE 2020",68.57142857,960000.00000002,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X COACH Z","MICHELIN","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","154","M (-130KM)","JUNE 2020",112.66667667,1627333.47833332,14443.78698724
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X COACH Z","MICHELIN","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","154","M (-130KM)","JUNE 2020",182.99443200,2561922.04800000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI D","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","NOVEMBER 2016",29.72975742,451892.31271872,15200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI D","MICHELIN","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","NOVEMBER 2016",227.00002000,3378000.30000000,14881.05727920
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI D","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MAY 2021",21.23553831,346139.27449749,16300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI D","MICHELIN","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MAY 2021",180.00001800,3150000.31500000,17500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI D PLUS","MICHELIN","CENTRAL TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2021",4.70000000,84600.00000000,18000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI ENERGY Z","MICHELIN","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",91.33333333,1407333.33333330,15408.75912409
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI F","MICHELIN","NORTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","158","L (-120KM)","MARCH 2017",41.14285714,966857.14285716,23500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI F","MICHELIN","SOUTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","158","L (-120KM)","MARCH 2017",200.00002000,4200000.42000000,21000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI HD D","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","NOVEMBER 2021",8.96000000,173107.20000000,19320.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI HLZ","MICHELIN","NORTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","164","K (-110KM)","DECEMBER 2021",22.00000000,484000.00000000,22000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI T2","MICHELIN","SOUTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","136","J (-100KM)","NOVEMBER 2021",12.66666667,95000.00000000,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI T2","MICHELIN","TAIPEI CITY","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","136","J (-100KM)","NOVEMBER 2021",34.31145600,250473.62880000,7300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","JUNE 2017",66.07107663,556174.81281022,8417.82579029
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","JUNE 2017",100.00001000,850000.08500000,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","245/70/19.5","19.5'","N.A.","245","70","TL","136","M (-130KM)","APRIL 2017",11.00000000,107800.00000000,9800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","L (-120KM)","OCTOBER 2016",200.00002000,2800000.28000000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","AUGUST 2021",40.34752657,887645.58458554,22000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","AUGUST 2021",200.00002000,4300000.43000000,21500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","TAIPEI CITY","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","AUGUST 2021",15.24953600,343114.56000000,22500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","275/70/22.5","22.5""","N.A.","275","70","TL","148","L (-120KM)","JANUARY 2017",100.00001000,1400000.14000000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","TAIPEI CITY","TBR","275/70/22.5","22.5""","N.A.","275","70","TL","148","L (-120KM)","JANUARY 2017",15.24953600,198243.96800000,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",134.25951483,2045384.62543744,15234.55993421
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",200.00002000,2800000.28000000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",60.99814400,853974.01600000,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",36.10041702,296235.77551858,8205.88236833
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","NORTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",220.00000000,1540000.00000000,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","MARCH 2017",100.00001000,730000.07300000,7300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","OCTOBER 2016",97.68348191,878938.97836521,8997.82605228
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","OCTOBER 2016",400.00004000,3520000.35200000,8800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MAY 2021",169.88432539,2830697.56876228,16662.49998193
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MAY 2021",57.71428571,1023714.28571429,17737.62376238
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MAY 2021",312.66669667,5315333.84333332,17000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","OCTOBER 2016",76.44794359,631969.66608812,8266.66665431
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","NORTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","OCTOBER 2016",132.00000000,963600.00000000,7300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","SOUTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","OCTOBER 2016",300.00003000,2190000.21900000,7300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","CENTRAL TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","129","M (-130KM)","NOVEMBER 2016",42.47107663,356757.04365385,8400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTI Z","MICHELIN","TAIPEI CITY","EXCLUDED TBR AND LSR2","245/70/17.5","17.5'","N.A.","245","70","TL","136","M (-130KM)","JUNE 2019",15.24953600,167744.89600000,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTIWAY 3D XDE","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","NOVEMBER 2016",8.36666667,154313.33333334,18443.82470120
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTIWAY 3D XZE","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",29.72975742,520270.75477484,17500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTIWAY 3D XZE","MICHELIN","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",12.66666667,202666.66666666,16000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTIWAY HD XZE","MICHELIN","CENTRAL TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","164","K (-110KM)","OCTOBER 2016",67.13285637,1476922.84023918,22000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X MULTIWAY HD XZE","MICHELIN","SOUTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","164","K (-110KM)","OCTOBER 2016",12.66666667,272333.33333332,21500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X WORKS HD D","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","K (-110KM)","FEBRUARY 2020",80.92975742,1537665.39089840,19000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","X WORKS HD Z","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","K (-110KM)","DECEMBER 2021",29.72975742,550000.51219055,18500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XDE2 PLUS","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",97.68348191,1700966.71518567,17413.04345430
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XDE2 PLUS","MICHELIN","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",200.00002000,3400000.34000000,17000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XDE2 PLUS","MICHELIN","TAIPEI CITY","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",45.74860800,823474.94400000,18000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XFA1 PLUS","MICHELIN","SOUTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","158","L (-120KM)","OCTOBER 2021",3.30000000,70950.00000000,21500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XFE","MICHELIN","CENTRAL TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","UNKNOWN","L (-120KM)","NOVEMBER 2016",21.23553831,445946.30456732,21000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XJE4 MIX ENERGY","MICHELIN","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","L (-120KM)","OCTOBER 2016",188.99630421,1010386.98356610,5346.06741551
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XJE4 MIX ENERGY","MICHELIN","NORTH TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","L (-120KM)","OCTOBER 2016",398.57142857,2072571.42857144,5200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XJE4 MIX ENERGY","MICHELIN","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","L (-120KM)","OCTOBER 2016",285.33335333,1467466.77266664,5142.99066521
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XTE2","MICHELIN","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",55.45330747,572110.38991931,10316.97505578
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XTE2","MICHELIN","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",44.00000000,440000.00000000,10000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XTE2","MICHELIN","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",101.33334133,997333.41173332,9842.10525983
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XZA2 ENERGY","MICHELIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","OCTOBER 2016",14.86487871,260135.37738742,17500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XZE2","MICHELIN","SOUTH TAIWAN","TBR","215/70/17.5","17.5'","N.A.","215","70","TL","118","L (-120KM)","DECEMBER 2021",10.66666667,80000.00000000,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","XZE2","MICHELIN","SOUTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","OCTOBER 2016",10.66666667,74666.66666666,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","Y115 (DD25)","URATURN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","NOVEMBER 2021",28.20000000,253800.00000000,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","DEC21","Y529","DURATURN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","157","J (-100KM)","OCTOBER 2021",9.40000000,84600.00000000,9000.00000000
