客戶代號,客戶,大通路,大分類,小通路,區域,營業所
H0G1B009,味丹企業(股)公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B013,順翔貨櫃通運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B018,豐崗實業有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B020,舜翔貨櫃倉儲股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B030,和臻貨櫃倉儲(股)公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B044,志成通運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B048,永樂遊覽通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1B056,松進國際股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1C024,河北運輸有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1C026,喬烽聯通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1C028,日福環保有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1C065,程瑋聯通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1D004,佳興通運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1D008,一進汽車貨運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1D025,元盟交通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1D035,右翔通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1D043,豐原汽車客運(股)公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E022,良星交通企業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E025,金星汽車有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E038,友星事業有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E039,達盛交通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E041,港隆交通(股)公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E049,治彥交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E052,安賓交通(股)公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E058,業信企業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1E065,莊頭交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1F001,福麗通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1F013,南泰貨櫃運輸股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1F073,福民通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0G1F074,福瑞通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1B047,弘昌交通事業有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1B068,中統貨運企業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1B069,仲信交通事業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1B071,合信運輸股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1B074,臺中交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1C010,南投汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1D024,昇大交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1D025,興陽物流股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1D036,連發交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1E030,久隆汽車貨運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
H0H1E038,必捷吊車有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
I1I1F002,聯群交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F003,大慶通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F009,富懋油品實業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F022,松佶通運貨櫃股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F047,幸峰混凝土有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F065,員林汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F070,光明交通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F073,建彰混凝土股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F074,彰化縣私立達德高級商工職業學校,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
J1J10323,曾文通運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10340,昆達交通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10380,昆?汽車貨運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10400,速達興業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10457,嘉義汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10473,上德建材有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10500,弘興交通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10532,省輝工業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10539,岱祐交通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10700,宏進交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10709,完尚貨運行,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10718,泉溢開發有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10719,新進汽車貨運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10725,群銘企業行,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10745,巨揚貨運行,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10754,新生汽車貨運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10762,永達運輸股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
K1K10353,泰正交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K10929,興南汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K10946,宏興通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K10991,大吉勝營造有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K10999,慶安通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K11000,東威運輸股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K11006,必成運輸事業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K11009,龍族通運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
K1K11017,允成通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台南_x000D_
",台南
L1L1A053,振強交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1A060,惠達通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1C036,穎村通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1C037,穎和通運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
N1N1B116,振聯股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
N1N1C069,鑫世宏交通事業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
N1N1C082,鑫世宏重機企業有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
N1N1C099,屏東汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
N1N1D014,晉昇貨櫃貨運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
N1N1D017,建信交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
L1L1L014,華美運輸股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L017,舜祥交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L023,德運交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L042,德雄交通事業有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L057,萬邦通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L068,順盟運輸有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L070,安安汽車貨運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L071,上林交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L080,七王通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L085,錦源通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L086,吉億通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L087,一路發國際物流股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L090,尚餘工業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L097,弘順運通有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L099,港都汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
L1L1L100,啟盛交通股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,高雄,高雄
L1L1L101,德昇通運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
N1N1A050,鼎東汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",屏東
C1C10087,弘鉅汽車製造股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"北區_x000D_
",鶯歌
C2A10074,立達汽車貨運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"北區_x000D_
",蘆洲
I1I1F067,盈裕汽車貨運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
I1I1F078,震昌混凝土股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",員林
J1J10328,曾文通運有限公司(誼昌)(協泰),BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10354,曾文通運有限公司(誼昌)(協泰),BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
L1L1L048,誼林交通事業股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
J1J10335,昆進汽車貨運有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
C2A10086,太仁,BSSC-FLT,BSSC,BSSC-FLT,"北區_x000D_
",蘆洲
L1L1L083,東聯化學股份有限公司高雄林園廠,BSSC-FLT,BSSC,BSSC-FLT,"高雄_x000D_
",高雄
H0G1B040,甲東洋土股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"台中_x000D_
",台中
J1J10772,新營汽車客運股份有限公司,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
E1E10180,中壢通德有限公司,BSSC-FLT,BSSC,BSSC-FLT,"北區_x000D_
",桃園
BGP02000,豐正輪胎股份有限公司,AG,BSFC,AG,本社,
BGP05100,花東輪胎有限公司,AG,BSFC,AG,本社,
BGP01000,國隆輪胎實業有限公司,AG,BSFC,AG,本社,
BGP03100,南國輪胎企業社,AG,BSFC,AG,本社,
H0H1A066,政隆輪胎行,BSSC,BSSC,一般店,"台中_x000D_
",台中
L1L1C069,禎璟輪胎實業有限公司,BSSC,BSSC,一般店,"高雄_x000D_
",高雄
C2A10246,褔聯汽車材料商行,BSSC,BSSC,一般店,"北區_x000D_
",蘆洲
I1I1A003,彰安,BSSC,BSSC,一般店,"台中_x000D_
",員林
H0H1C055,駿琳輪胎行,BSSC,BSSC,一般店,"台中_x000D_
",台中
C1C10079,元川,BSSC,BSSC,一般店,"北區_x000D_
",鶯歌
C2B10770,全益_勝安,BSSC,BSSC,A,"北區_x000D_
",蘆洲
J1J10332,奕達交通,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
J1J10760,萬祥,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10773,合利富,BSSC-FLT,BSSC,BSSC-FLT,"嘉義_x000D_
",嘉義
K1K10314,新業豐,BSSC,BSSC,A,"台南_x000D_
",台南
K1K11021,金財源輪胎有限公司,BSSC,BSSC,A,"台南_x000D_
","台南
"
K1K11022,正豐,BSSC,BSSC,A,"台南_x000D_
",台南
L1L1A006,宏益,BSSC,BSSC,A,"高雄_x000D_
",高雄
N1N1A023,千玉,BSSC,BSSC,一般店,"高雄_x000D_
",屏東
F1F10503,中華全佑有限公司,BSSC,BSSC,BFP,北區,
N1N1B010,泰和汽車企業行,BSSC,BSSC,A,高雄,
L1L1F091,上允輪胎行,BSSC,BSSC,中盤,高雄,
J1J10143,明億輪胎行,BSSC,BSSC,A,高雄,
N1N1B017,九允有限公司,BSSC,BSSC,中盤,高雄,
F1F10191,歐琳汽車精品百貨,BSSC,BSSC,一般店,北區,
L1L1F067,永駿勝實業有限公司,BSSC,BSSC,一般店,北區,
N1N1B111,遠大輪胎行,BSSC,BSSC,一般店,北區,
K1K11019,有順輪胎行,BSSC,BSSC,A,北區,
E1990001,台灣普利司通股份有限公司,BSSC,BSSC,台灣普利司通股份有限公司,北區,
C2B10412,天母汽車材料百貨有限公司,BSSC,BSSC,一般店,北區,
H0H1D022,旭益汽車實業股份有限公司,BSSC,BSSC,量販店,北區,
J1J10306,建寶輪胎行,BSSC,BSSC,一般店,北區,
L1L1B085,仁仁汽車修護有限公司,BSSC,BSSC,一般店,北區,
E1E10483,東暘輪胎有限公司,BSSC,BSSC,一般店,北區,
L1L1A001,忠環輪胎五金行,BSSC,BSSC,一般店,北區,
E1E1A270,泰宇輪胎有限公司,BSSC,BSSC,一般店,北區,
J1J10734,裕順汽車保養廠,BSSC,BSSC,一般店,嘉義,
